rank,usage_tier,score,register,jlpt,id,grammar,meaning,url,norm
708,C (situational/formal),50.6,general,N3,155.0,なんか・なんて,"Such as, Things like, Emphasis",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%93%E3%81%8B-%E3%81%AA%E3%82%93%E3%81%A6,なんか・なんて
709,C (situational/formal),50.6,general,N3,177.0,考えられない,"Unthinkable, Inconceivable, Unimaginable, Cannot think",https://bunpro.jp/grammar_points/%E8%80%83%E3%81%88%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,考えられない
710,C (situational/formal),50.6,general,N3,182.0,上がる・上げる,"Something is finished, To finish something, Something has come to an end, To do something completely, To do something through",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%8C%E3%82%8B-%E4%B8%8A%E3%81%92%E3%82%8B,上がる・上げる
711,C (situational/formal),50.25,general,N3,12.0,なかなか～ない,"Not really, Hardly, Not easily or readily, By no means, Far from",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8B%E3%81%AA%E3%81%8B-%E3%81%AA%E3%81%84,なかなか~ない
712,C (situational/formal),50.0,general,N0,4.0,い,"So?, Well? (friendly or familiar)",https://bunpro.jp/grammar_points/%E3%81%84,い
713,D (rare/literary),49.55,general,N3,60.0,に合わせて・に合った,"In accordance with, Matching, Fitting, Suitable for, Adjust or tune to",https://bunpro.jp/grammar_points/%E3%81%AB%E5%90%88%E3%82%8F%E3%81%9B%E3%81%A6-%E3%81%AB%E5%90%88%E3%81%A3%E3%81%9F,に合わせて・に合った
714,D (rare/literary),48.65,archaic/literary,N1,146.0,ずくめ,"Completely, Entirely, All in, Nothing but, A real streak of, Without exception, Jet",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%8F%E3%82%81,ずくめ
715,D (rare/literary),48.0,general,N2,24.0,上,From the standpoint of,https://bunpro.jp/grammar_points/%E4%B8%8A,上
716,D (rare/literary),48.0,general,N2,157.0,気,"Feel like ~, Spirit",https://bunpro.jp/grammar_points/%E6%B0%97,気
717,D (rare/literary),48.0,general,N2,158.0,げ,"Seemingly, Giving appearance of, [Expresses emotions or feelings]",https://bunpro.jp/grammar_points/%E3%81%92,げ
718,D (rare/literary),48.0,general,N2,11.0,一応 ①,"Just in case, Just to be sure",https://bunpro.jp/grammar_points/%E4%B8%80%E5%BF%9C1,一応
719,D (rare/literary),48.0,general,N2,12.0,一応 ②,"more or less, for the time being, tentatively・roughly",https://bunpro.jp/grammar_points/%E4%B8%80%E5%BF%9C2,一応
720,D (rare/literary),48.0,general,N2,25.0,上に,"As well, Besides, In addition to",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%AB,上に
721,D (rare/literary),48.0,general,N2,26.0,以上 ②,"Since, Now that, As long as, If",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A2,以上
722,D (rare/literary),48.0,general,N2,29.0,中を,"In, On, Into, Inside of",https://bunpro.jp/grammar_points/%E4%B8%AD%E3%82%92,中を
723,D (rare/literary),48.0,general,N2,32.0,上は,"Once, Since, Now that, As long as",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%AF,上は
724,D (rare/literary),48.0,general,N2,35.0,手前,"Before, In front of, From one's standpoint or side",https://bunpro.jp/grammar_points/%E6%89%8B%E5%89%8D,手前
725,D (rare/literary),48.0,general,N2,56.0,なお①,"Still, Even, Yet",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A1,なお
726,D (rare/literary),48.0,general,N2,57.0,なお②,"In addition, Incidentally, Furthermore, Moreover",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A2,なお
727,D (rare/literary),48.0,general,N2,58.0,限り,"As long as, While… is the case, Limited to",https://bunpro.jp/grammar_points/%E9%99%90%E3%82%8A,限り
728,D (rare/literary),48.0,general,N2,75.0,際に,"When, At the time of, In case of, On the occasion of",https://bunpro.jp/grammar_points/%E9%9A%9B%E3%81%AB,際に
729,D (rare/literary),48.0,general,N2,86.0,ては,"If, With, Since, Because",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF,ては
730,D (rare/literary),48.0,general,N2,88.0,も又,"Too, Also (with more emphasis than も alone), Again",https://bunpro.jp/grammar_points/%E3%82%82%E5%8F%88,も又
731,D (rare/literary),48.0,general,N2,90.0,以来,"Since, Henceforth",https://bunpro.jp/grammar_points/%E4%BB%A5%E6%9D%A5,以来
732,D (rare/literary),48.0,general,N2,104.0,一旦,"Once …, If … for a short time, Temporarily (stop), For now or the time being",https://bunpro.jp/grammar_points/%E4%B8%80%E6%97%A6,一旦
733,D (rare/literary),48.0,general,N2,108.0,逆に,On the contrary,https://bunpro.jp/grammar_points/%E9%80%86%E3%81%AB,逆に
734,D (rare/literary),48.0,general,N2,109.0,反面,"While, On the other hand, Although, However, On the flip side",https://bunpro.jp/grammar_points/%E5%8F%8D%E9%9D%A2,反面
735,D (rare/literary),48.0,general,N2,110.0,抜く,"All~, Completely, See through, Overcome, To the bitter end",https://bunpro.jp/grammar_points/%E6%8A%9C%E3%81%8F,抜く
736,D (rare/literary),48.0,general,N2,125.0,にて,"In, At, With, Using, By",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A6,にて
737,D (rare/literary),48.0,general,N2,126.0,には,"In order to, In regard to, For",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AF,には
738,D (rare/literary),48.0,general,N2,170.0,更に,"Even more or further, Again, More and more",https://bunpro.jp/grammar_points/%E3%81%95%E3%82%89%E3%81%AB,更に
739,D (rare/literary),48.0,general,N2,171.0,精々,"(At) most , (At) best, No more than, Barely",https://bunpro.jp/grammar_points/%E7%B2%BE%E3%80%85,精々
740,D (rare/literary),47.65,general,N2,2.0,〜得ない,"Unable to, Cannot",https://bunpro.jp/grammar_points/%E5%BE%97%E3%81%AA%E3%81%84,得ない
741,D (rare/literary),47.65,general,N2,4.0,～ざる,"To not ~, Un~",https://bunpro.jp/grammar_points/%E3%81%96%E3%82%8B,~ざる
742,D (rare/literary),47.65,general,N2,6.0,どうせ,"Anyhow, At any rate, In any case, I have no doubt that, Probably",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%86%E3%81%9B,どうせ
743,D (rare/literary),47.65,general,N2,7.0,せめて,At least,https://bunpro.jp/grammar_points/%E3%81%9B%E3%82%81%E3%81%A6,せめて
744,D (rare/literary),47.65,general,N2,10.0,確かに,"Surely, Certainly",https://bunpro.jp/grammar_points/%E7%A2%BA%E3%81%8B%E3%81%AB,確かに
745,D (rare/literary),47.65,general,N2,14.0,万が一,"Just in case, In the worst-case scenario, In the unlikely event, By any chance",https://bunpro.jp/grammar_points/%E4%B8%87%E3%81%8C%E4%B8%80,万が一
746,D (rare/literary),47.65,general,N2,21.0,活かす,"To make use of (something), To take full advantage of, To capitalize on, To leverage (skills), Bring out (the quality of)",https://bunpro.jp/grammar_points/%E6%B4%BB%E3%81%8B%E3%81%99,活かす
747,D (rare/literary),47.65,general,N2,27.0,以上に,"More than, No less than, Even more",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A%E3%81%AB,以上に
748,D (rare/literary),47.65,general,N2,31.0,その上,"Besides, In addition, Furthermore",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%AE%E4%B8%8A,その上
749,D (rare/literary),47.65,general,N2,33.0,の下で,"Under, Under the supervision of, On the basis of",https://bunpro.jp/grammar_points/%E3%81%AE%E4%B8%8B%E3%81%A7,の下で
750,D (rare/literary),47.65,general,N2,43.0,につけ,"Whenever, Every time something happens",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A4%E3%81%91,につけ
751,D (rare/literary),47.65,general,N2,49.0,かねる,"Cannot, Be unable to, Hard to, Hesitant to",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AD%E3%82%8B,かねる
752,D (rare/literary),47.65,general,N2,81.0,がけに,"On the way to, As you go",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%91%E3%81%AB,がけに
753,D (rare/literary),47.65,general,N2,85.0,ぶりに,"For the first time in, Haven't done for some time",https://bunpro.jp/grammar_points/%E3%81%B6%E3%82%8A%E3%81%AB,ぶりに
754,D (rare/literary),47.65,general,N2,94.0,やがて,"Before long, All too soon, In the end, Eventually",https://bunpro.jp/grammar_points/%E3%82%84%E3%81%8C%E3%81%A6,やがて
755,D (rare/literary),47.65,general,N2,96.0,あげく,"After, In the end, After all, Eventually",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%92%E3%81%8F,あげく
756,D (rare/literary),47.65,general,N2,100.0,未だに,"Still, Not yet, Even now",https://bunpro.jp/grammar_points/%E6%9C%AA%E3%81%A0%E3%81%AB,未だに
757,D (rare/literary),47.65,general,N2,133.0,ふうに,"~ way, In a way that suggests, Like ~",https://bunpro.jp/grammar_points/%E3%81%B5%E3%81%86%E3%81%AB,ふうに
758,D (rare/literary),47.65,general,N2,168.0,さすが,"as one would expect, only natural, that is just like..., even",https://bunpro.jp/grammar_points/%E3%81%95%E3%81%99%E3%81%8C,さすが
759,D (rare/literary),47.65,general,N2,172.0,僅かに,"Only, Slightly, A little, Barely, Merely",https://bunpro.jp/grammar_points/%E5%83%85%E3%81%8B%E3%81%AB,僅かに
760,D (rare/literary),47.65,general,N2,173.0,および,"And, As well as",https://bunpro.jp/grammar_points/%E3%81%8A%E3%82%88%E3%81%B3,および
761,D (rare/literary),47.65,general,N2,184.0,何より,"Be glad, Be relieved, Most, Best, Above all else, More than anything",https://bunpro.jp/grammar_points/%E4%BD%95%E3%82%88%E3%82%8A,何より
762,D (rare/literary),47.65,general,N2,186.0,か何か,"Or something, Or something like that",https://bunpro.jp/grammar_points/%E3%81%8B%E4%BD%95%E3%81%8B,か何か
763,D (rare/literary),47.65,general,N2,196.0,何しろ,"No wonder, After all, In fact, Because, At any rate",https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%97%E3%82%8D,何しろ
764,D (rare/literary),47.65,general,N2,213.0,たって,"Even if, Even though, No matter how",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A3%E3%81%A6,たって
765,D (rare/literary),47.65,archaic/literary,N2,70.0,たまえ,"(Please) do!, Ask to, Beg to, (Order somebody to do something)",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%BE%E3%81%88,たまえ
766,D (rare/literary),47.65,archaic/literary,N2,111.0,抜きで,"Without, Unless",https://bunpro.jp/grammar_points/%E6%8A%9C%E3%81%8D%E3%81%A7,抜きで
767,D (rare/literary),47.3,general,N2,1.0,得る・得る,"Is able to, Can, Possible",https://bunpro.jp/grammar_points/%E5%BE%97%E3%82%8B-%E5%BE%97%E3%82%8B,得る・得る
768,D (rare/literary),47.3,general,N2,5.0,つもりで,"With the intention of doing, Instead of..., Act as if or pretend, Believing that..., Thinking that...",https://bunpro.jp/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A7,つもりで
769,D (rare/literary),47.3,general,N2,8.0,どうやら,"Apparently, Looks Like, Seems like",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%86%E3%82%84%E3%82%89,どうやら
770,D (rare/literary),47.3,general,N2,17.0,っこない,"There is no chance of, There is no way of, Impossible",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%93%E3%81%AA%E3%81%84,っこない
771,D (rare/literary),47.3,general,N2,22.0,おおよそ,"Approximately, Roughly, About",https://bunpro.jp/grammar_points/%E3%81%8A%E3%81%8A%E3%82%88%E3%81%9D,おおよそ
772,D (rare/literary),47.3,general,N2,36.0,を巡って,"Concerning, In regard to, About, (Split) over",https://bunpro.jp/grammar_points/%E3%82%92%E5%B7%A1%E3%81%A3%E3%81%A6,を巡って
773,D (rare/literary),47.3,general,N2,39.0,た末・の末,"After, As a conclusion of",https://bunpro.jp/grammar_points/%E3%81%9F%E6%9C%AB-%E3%81%AE%E6%9C%AB,た末・の末
774,D (rare/literary),47.3,general,N2,50.0,かねない,"Might, Could be, Capable of, Possible",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AD%E3%81%AA%E3%81%84,かねない
775,D (rare/literary),47.3,general,N2,51.0,を除いて,"Except, With the exception of, Unless",https://bunpro.jp/grammar_points/%E3%82%92%E9%99%A4%E3%81%84%E3%81%A6,を除いて
776,D (rare/literary),47.3,general,N2,54.0,に限って,"Particularly when, Those who, Only when",https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%81%A3%E3%81%A6,に限って
777,D (rare/literary),47.3,general,N2,60.0,～てこそ,"Only if, Because, By, Unless, Until",https://bunpro.jp/grammar_points/-%E3%81%A6%E3%81%93%E3%81%9D,~てこそ
778,D (rare/literary),47.3,general,N2,64.0,要するに,"To sum up, In summary, In short",https://bunpro.jp/grammar_points/%E8%A6%81%E3%81%99%E3%82%8B%E3%81%AB,要するに
779,D (rare/literary),47.3,general,N2,77.0,を契機に,"Lead to, As a good opportunity to, As a result of, As a trigger",https://bunpro.jp/grammar_points/%E3%82%92%E5%A5%91%E6%A9%9F%E3%81%AB,を契機に
780,D (rare/literary),47.3,general,N2,82.0,ていては,"If one keeps doing something, When, If something is...",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%81%A6%E3%81%AF,ていては
781,D (rare/literary),47.3,general,N2,87.0,ては〜ては,"Repeating action, If, Since",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF-%E3%81%A6%E3%81%AF,てはては
782,D (rare/literary),47.3,general,N2,91.0,に先立ち,"Before, Prior to, In preference over",https://bunpro.jp/grammar_points/%E3%81%AB%E5%85%88%E7%AB%8B%E3%81%A1,に先立ち
783,D (rare/literary),47.3,general,N2,92.0,はたして,"Wonder if ~ (really)?, Wonder how ~ (actually)?, Sure enough, As expected",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%9F%E3%81%97%E3%81%A6,はたして
784,D (rare/literary),47.3,general,N2,112.0,いよいよ,"At last, Finally, More and more",https://bunpro.jp/grammar_points/%E3%81%84%E3%82%88%E3%81%84%E3%82%88,いよいよ
785,D (rare/literary),47.3,general,N2,143.0,お～願う,"Please, Could you please",https://bunpro.jp/grammar_points/%E3%81%8A-%E9%A1%98%E3%81%86,お~願う
786,D (rare/literary),47.3,general,N2,148.0,て当然だ,"Natural, As a matter of course",https://bunpro.jp/grammar_points/%E3%81%A6%E5%BD%93%E7%84%B6%E3%81%A0,て当然だ
787,D (rare/literary),47.3,general,N2,150.0,たった(の),"Only, Just, No more than",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A3%E3%81%9F-%E3%81%AE,たった(の)
788,D (rare/literary),47.3,general,N2,152.0,おそらく,"Probably, Perhaps, (Most) likely, (I) fear that",https://bunpro.jp/grammar_points/%E3%81%8A%E3%81%9D%E3%82%89%E3%81%8F,おそらく
789,D (rare/literary),47.3,general,N2,154.0,おまけに,"In addition, On top of that, What is more, To make matters worse",https://bunpro.jp/grammar_points/%E3%81%8A%E3%81%BE%E3%81%91%E3%81%AB,おまけに
790,D (rare/literary),47.3,general,N2,174.0,たちまち,"Immediately, Quickly, Suddenly, In a moment or flash",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A1%E3%81%BE%E3%81%A1,たちまち
791,D (rare/literary),47.3,general,N2,177.0,を込めて,"Full of, Filled with, With ～",https://bunpro.jp/grammar_points/%E3%82%92%E8%BE%BC%E3%82%81%E3%81%A6,を込めて
792,D (rare/literary),47.3,general,N2,190.0,いわゆる,"What is called, So-called, Generally known",https://bunpro.jp/grammar_points/%E3%81%84%E3%82%8F%E3%82%86%E3%82%8B,いわゆる
793,D (rare/literary),47.3,archaic/literary,N2,48.0,も構わず,Without worrying about,https://bunpro.jp/grammar_points/%E3%82%82%E3%81%8B%E3%81%BE%E3%82%8F%E3%81%9A,も構わず
794,D (rare/literary),47.3,archaic/literary,N2,55.0,に限らず,"Not just, Not only… but also",https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%82%89%E3%81%9A,に限らず
795,D (rare/literary),47.3,archaic/literary,N2,61.0,を問わず,"Regardless of, Whether or not, No matter, With or without",https://bunpro.jp/grammar_points/%E3%82%92%E5%95%8F%E3%82%8F%E3%81%9A,を問わず
796,D (rare/literary),47.3,archaic/literary,N2,97.0,きっかけ,"Lead to, Because of, As a start or trigger of, An opportunity",https://bunpro.jp/grammar_points/%E3%81%8D%E3%81%A3%E3%81%8B%E3%81%91,きっかけ
797,D (rare/literary),47.3,archaic/literary,N2,175.0,いきなり,"For no reason, Suddenly, All of a sudden",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8D%E3%81%AA%E3%82%8A,いきなり
798,D (rare/literary),47.25,archaic/literary,N1,159.0,ずにはすまない,"Won't get away without, Won't get off without, Have to, Have no choice but to, Can’t not",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%AB%E3%81%AF%E3%81%99%E3%81%BE%E3%81%AA%E3%81%84,ずにはすまない
799,D (rare/literary),47.25,archaic/literary,N1,166.0,ずにはおかない,"Will definitely, Will certainly, Bound to, Not fail to",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%AB%E3%81%AF%E3%81%8A%E3%81%8B%E3%81%AA%E3%81%84,ずにはおかない
800,D (rare/literary),46.95,general,N2,13.0,に相違ない,"Without a doubt, Certainly, Surely, Not mistaken",https://bunpro.jp/grammar_points/%E3%81%AB%E7%9B%B8%E9%81%95%E3%81%AA%E3%81%84,に相違ない
801,D (rare/literary),46.95,general,N2,44.0,にかかわる,"To relate to, To have to do with, Concerning, Depends on",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%8B,にかかわる
802,D (rare/literary),46.95,general,N2,46.0,が気になる,"To be interested in, To be concerned about",https://bunpro.jp/grammar_points/%E3%81%8C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B,が気になる
803,D (rare/literary),46.95,general,N2,66.0,なくはない,"It's not that…, Kind of, might, Slightly, Somewhat, In some respects",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%AF%E3%81%AA%E3%81%84,なくはない
804,D (rare/literary),46.95,general,N2,89.0,結果・の結果,As a result of,https://bunpro.jp/grammar_points/%E7%B5%90%E6%9E%9C%E3%83%BB%E3%81%AE%E7%B5%90%E6%9E%9C,結果・の結果
805,D (rare/literary),46.95,general,N2,93.0,甲斐がある,"To be (not) worth, To (not) pay off",https://bunpro.jp/grammar_points/%E7%94%B2%E6%96%90%E3%81%8C%E3%81%82%E3%82%8B,甲斐がある
806,D (rare/literary),46.95,general,N2,95.0,したがって,"Therefore, Thus, As a result",https://bunpro.jp/grammar_points/%E3%81%97%E3%81%9F%E3%81%8C%E3%81%A3%E3%81%A6,したがって
807,D (rare/literary),46.95,general,N2,98.0,にかけては,"When it comes to, Regarding, Concerning",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%91%E3%81%A6%E3%81%AF,にかけては
808,D (rare/literary),46.95,general,N2,149.0,のも当然だ,"It is only natural that, It is no wonder",https://bunpro.jp/grammar_points/%E3%81%AE%E3%82%82%E5%BD%93%E7%84%B6%E3%81%A0,のも当然だ
809,D (rare/literary),46.95,general,N2,151.0,恐れがある,"There is a risk or fear that, Be in danger of, Possibility of",https://bunpro.jp/grammar_points/%E6%81%90%E3%82%8C%E3%81%8C%E3%81%82%E3%82%8B,恐れがある
810,D (rare/literary),46.95,general,N2,163.0,傾向がある,"Tendency, Trend, Inclination",https://bunpro.jp/grammar_points/%E5%82%BE%E5%90%91%E3%81%8C%E3%81%82%E3%82%8B,傾向がある
811,D (rare/literary),46.95,general,N2,191.0,にすぎない,"No more than, Just, Merely",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%81%8E%E3%81%AA%E3%81%84,にすぎない
812,D (rare/literary),46.95,general,N2,200.0,やら～やら,"Whether or, Things like, And … so on",https://bunpro.jp/grammar_points/%E3%82%84%E3%82%89-%E3%82%84%E3%82%89,やら~やら
813,D (rare/literary),46.95,general,N2,206.0,陸に～ない,"Not well or properly, Not much or enough, Barely, Hardly",https://bunpro.jp/grammar_points/%E9%99%B8%E3%81%AB-%E3%81%AA%E3%81%84,陸に~ない
814,D (rare/literary),46.6,general,N2,3.0,ざるを得ない,"Can't help doing, Have no choice but",https://bunpro.jp/grammar_points/%E3%81%96%E3%82%8B%E3%82%92%E5%BE%97%E3%81%AA%E3%81%84,ざるを得ない
815,D (rare/literary),46.6,general,N2,9.0,よりほかない,"To have no choice but, No other way than, Have to",https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A%E3%81%BB%E3%81%8B%E3%81%AA%E3%81%84,よりほかない
816,D (rare/literary),46.6,general,N2,28.0,途中に・途中で,"On the way, Partway, In the middle of",https://bunpro.jp/grammar_points/%E9%80%94%E4%B8%AD%E3%81%AB%E3%83%BB%E9%80%94%E4%B8%AD%E3%81%A7,途中に・途中で
817,D (rare/literary),46.6,general,N2,47.0,に気をつける,"Take care, Be careful, Pay attention, Make sure, Watch out",https://bunpro.jp/grammar_points/%E3%81%AB%E6%B0%97%E3%82%92%E3%81%A4%E3%81%91%E3%82%8B,に気をつける
818,D (rare/literary),46.6,general,N2,59.0,次第だ・次第で,"Depending on, So",https://bunpro.jp/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%A0-%E6%AC%A1%E7%AC%AC%E3%81%A7,次第だ・次第で
819,D (rare/literary),46.6,general,N2,194.0,てたまらない,"Can't help but want to, Very, Extremely",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%9F%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84,てたまらない
820,D (rare/literary),46.6,general,N2,195.0,にせよ・にしろ,"Even if, Even though, No matter, Whether… or",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%9B%E3%82%88-%E3%81%AB%E3%81%97%E3%82%8D,にせよ・にしろ
821,D (rare/literary),46.25,general,N2,20.0,～を～に任せる,"Leave 〜 up to, Entrust 〜 to",https://bunpro.jp/grammar_points/%E3%82%92-%E3%81%AB%E4%BB%BB%E3%81%9B%E3%82%8B,~を~に任せる
822,D (rare/literary),46.25,general,N2,84.0,どころではない,"This is not the time for…, Far from, Out of the question",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%93%E3%82%8D%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84,どころではない
823,D (rare/literary),46.25,general,N2,155.0,に決まっている,"Surely, Bound to, Certainly, Be decided",https://bunpro.jp/grammar_points/%E3%81%AB%E6%B1%BA%E3%81%BE%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B,に決まっている
824,D (rare/literary),46.25,general,N2,164.0,てしょうがない,"Extremely, Very, Really, It can't be helped",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%97%E3%82%87%E3%81%86%E3%81%8C%E3%81%AA%E3%81%84,てしょうがない
825,D (rare/literary),46.25,general,N2,197.0,にしろ～にしろ,Whether… or,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%82%8D-%E3%81%AB%E3%81%97%E3%82%8D,にしろ~にしろ
826,D (rare/literary),46.25,general,N2,205.0,てはいられない,"Can't afford to, Unable to",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,てはいられない
827,D (rare/literary),46.25,archaic/literary,N2,53.0,にもかかわらず,"Despite, In spite of, Regardless, Nevertheless",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%82%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,にもかかわらず
828,D (rare/literary),45.55,general,N2,45.0,に向かって・に向けて,"Towards, To face, To head to",https://bunpro.jp/grammar_points/%E3%81%AB%E5%90%91%E3%81%8B%E3%81%A3%E3%81%A6-%E3%81%AB%E5%90%91%E3%81%91%E3%81%A6,に向かって・に向けて
829,D (rare/literary),45.55,general,N2,68.0,ないではいられない,"Cannot help doing something, Cannot resist doing something",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,ないではいられない
830,D (rare/literary),44.0,general,N1,13.0,如何,Depending on,https://bunpro.jp/grammar_points/%E5%A6%82%E4%BD%95,如何
831,D (rare/literary),44.0,general,N1,25.0,塗れ,"Stained, Covered in, Smeared, Dirty with, Soaked in",https://bunpro.jp/grammar_points/%E5%A1%97%E3%82%8C,塗れ
832,D (rare/literary),44.0,general,N1,35.0,すら,Even,https://bunpro.jp/grammar_points/%E3%81%99%E3%82%89,すら
833,D (rare/literary),44.0,general,N1,43.0,だの,"Things like, And so on, Or something, And whatnot",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%AE,だの
834,D (rare/literary),44.0,general,N1,45.0,べく,"For the purpose of, In order to, To ensure",https://bunpro.jp/grammar_points/%E3%81%B9%E3%81%8F,べく
835,D (rare/literary),44.0,general,N1,57.0,たる,"To be (in a position of), As a, For",https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%8B,たる
836,D (rare/literary),44.0,general,N1,102.0,わ〜わ,"~and ~and, Keep ~ing, One after another, So much, So many, One after the other",https://bunpro.jp/grammar_points/%E3%82%8F-%E3%82%8F,わわ
837,D (rare/literary),44.0,general,N1,127.0,さぞ,"You must be very, How … you must be, I dare to say, I am sure or certain that you must be very",https://bunpro.jp/grammar_points/%E3%81%95%E3%81%9E,さぞ
838,D (rare/literary),44.0,general,N1,129.0,びる,"-like, Looking, Feeling, With an air of, To become",https://bunpro.jp/grammar_points/%E3%81%B3%E3%82%8B,びる
839,D (rare/literary),44.0,general,N1,175.0,以前,"Before, Not even, Before even, Precede, Far from",https://bunpro.jp/grammar_points/%E4%BB%A5%E5%89%8D,以前
840,D (rare/literary),44.0,general,N1,178.0,並み,"As, On par with, Worthy of",https://bunpro.jp/grammar_points/%E4%B8%A6%E3%81%BF,並み
841,D (rare/literary),44.0,archaic/literary,N1,23.0,なり,"As soon as, The moment, When",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%8A,なり
842,D (rare/literary),43.65,general,N1,4.0,に足る,"To be worthy of, To be enough, To be sufficient",https://bunpro.jp/grammar_points/%E3%81%AB%E8%B6%B3%E3%82%8B,に足る
843,D (rare/literary),43.65,general,N1,7.0,を以て,"By means of, With, By, Via, In view of",https://bunpro.jp/grammar_points/%E3%82%92%E4%BB%A5%E3%81%A6,を以て
844,D (rare/literary),43.65,general,N1,28.0,にして①,"At, Over, In, Only (after, when, or because)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%A61,にして
845,D (rare/literary),43.65,general,N1,30.0,であれ,"Even if, Even, No matter",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%82%E3%82%8C,であれ
846,D (rare/literary),43.65,general,N1,38.0,を経て,"Via, Through, After (experience at job, university, etc.), Pass through",https://bunpro.jp/grammar_points/%E3%82%92%E7%B5%8C%E3%81%A6,を経て
847,D (rare/literary),43.65,general,N1,41.0,の極み,"Ultimate, Extreme, Utter, Epitome, Peak",https://bunpro.jp/grammar_points/%E3%81%AE%E6%A5%B5%E3%81%BF,の極み
848,D (rare/literary),43.65,general,N1,48.0,にして②,"To be ~ and ~, To be ~ as well as ~, Both ~ and ~",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%A62,にして
849,D (rare/literary),43.65,general,N1,69.0,か否か,Whether or not,https://bunpro.jp/grammar_points/%E3%81%8B%E5%90%A6%E3%81%8B,か否か
850,D (rare/literary),43.65,general,N1,74.0,〜に〜ない,"Cannot even...if wants, Would like to...but cannot, Wants to...but cannot",https://bunpro.jp/grammar_points/-%E3%81%AB-%E3%81%AA%E3%81%84,にない
