rank,lemma,reading,count,meanings_en,pos_tags,alt_readings_kana,alt_spellings_kanji
2836,領域,リョウイキ,205405,area; domain; field; range; regime; region; territory,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",りょういき,領域
2837,さっぱり,サッパリ,205350,awful; clean; completely; completely useless; entirely; feeling refreshed; feeling relieved; frank; hopeless; light; neat; not at all,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",さっぱり,
2838,半年,ハントシ,205056,half a year; six months,"adverb (fukushi), noun (common) (futsuumeishi)",はんとし はんねん,半年
2839,上手,ジョウズ,205052,adept; clever; flattery; good (at); proficient; skilled; skillful,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",じょうしゅ じょうず じょうて,上手
2840,順番,ジュンバン,204795,order of things; sequential order; turn (in line),noun (common) (futsuumeishi),じゅんばん,順番
2841,食材,ショクザイ,204750,foodstuff; ingredient,noun (common) (futsuumeishi),しょくざい,食材
2842,安定,アンテイ,204713,equilibrium; stability; steadiness,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",あんてい,安定
2843,飲み物,ノミモノ,204419,beverage; drink,noun (common) (futsuumeishi),のみもの,飲みもの 飲み物 飲物
2844,指さす,ユビサシ,204356,to point at,"Godan verb with 'su' ending, transitive verb",ゆびさす,指さす 指差す
2845,小柄,コガラ,204345,petite; small build; small pattern; small stature,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",こがら,小がら 小柄
2846,かっ,カッ,204338,very,prefix,かっ かッ,
2847,配置,ハイチ,204230,arrangement (of resources); configuration; deployment; disposition; layout; posting; stationing,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",はいち,配置
2848,アホ,アホ,204164,fool; idiot; simpleton,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",あほ あほう アホ,阿呆 阿房
2849,次の日,ツギノヒ,204080,,,,
2850,帰還,キカン,204068,(electrical) feedback; repatriation; return,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",きかん,帰還 饋還
2851,若者,ワカモノ,203968,young man; young people; young woman; youngsters; youth,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",わかもの,若者
2852,撮影,サツエイ,203966,(video) recording; filming; photographing; photography (still or motion); shooting,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",さつえい,撮影
2853,最終的,サイシュウテキ,203850,eventual; final; ultimate,adjectival nouns or quasi-adjectives (keiyodoshi),さいしゅうてき,最終的
2854,中学生,チュウガクセイ,203848,junior high school student; middle school pupil,noun (common) (futsuumeishi),ちゅうがくせい,中学生
2855,ローズ,ローズ,203819,rose,noun (common) (futsuumeishi),ローズ,
2856,案外,アンガイ,203706,surprising; surprisingly; unanticipated; unexpected; unexpectedly; unforeseen,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi)",あんがい,案外
2857,起動,キドウ,203538,"activation; booting up; launch; starting (e.g. engine, computer); startup","noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",きどう,起動
2858,カーテン,カーテン,203339,curtain; curtains,noun (common) (futsuumeishi),カーテン,
2859,冷える,ヒエ,203203,"to cool down; to get chilly; to grow cold (from room temperature, e.g. in refrigerator)","Ichidan verb, intransitive verb",ひえる,冷える
2860,当初,トウショ,203165,at first; at the beginning; beginning; initially; originally; outset; start,"adverb (fukushi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",とうしょ,当初
2861,んで,ンデ,203110,because of ...; given that ...; that being the case; the reason is ...,particle,ので んで,
2862,感じ取る,カンジトッ,203030,to feel; to grasp; to perceive; to sense; to take in,"Godan verb with 'ru' ending, transitive verb",かんじとる,感じとる 感じ取る
2863,直撃,チョクゲキ,203016,direct hit,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ちょくげき,直撃
2864,がんばる,ガンバッ,202923,to do one's best; to hang on; to hold out; to insist that; to keep at it; to persevere; to persist; to refuse to budge; to remain in a place; to stick to (one's opinion); to stick to one's post,"Godan verb with 'ru' ending, intransitive verb",がんばる,頑張る
2865,部長,ブチョウ,202860,"head (chief, director) of a section or department; head of a (school) club; head of a (school) team",noun (common) (futsuumeishi),ぶちょう,部長
2866,巨人,キョジン,202856,giant; great man; Tokyo Giants (baseball team),noun (common) (futsuumeishi),きょじん,巨人
2867,成績,セイセキ,202843,grades; marks; record; results,noun (common) (futsuumeishi),せいせき,成績
2868,はー,ハー,202816,ha!; huh?; indeed; sigh; well; what?; yes,interjection (kandoushi),は はぁ はあ はあっ はー はーッ ハーッ,
2869,名無し,ナナシ,202740,being nameless; being without a name; namelessness,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ななし,名なし 名無し
2870,愛す,アイサ,202702,to love,"Godan verb with 'su' ending, su verb - precursor to the modern suru, transitive verb",あいす,愛す
2871,酒場,サカバ,202578,bar; pub; tavern,noun (common) (futsuumeishi),さかば,酒場
2872,冷める,サメ,202525,"to be cold (eyes, expression, etc.); to be composed; to cool down; to cool off (excitement, temper, etc.); to dampen; to fade; to get cold; to subside; to wane","Ichidan verb, intransitive verb",さめる,冷める
2873,ちう,チッ,202385,,,,
2874,ウルフ,ウルフ,202266,wolf,noun (common) (futsuumeishi),ウォルフ ウルフ,
2875,留まる,トマッ,202164,"to alight; to be stopped; to be suspended; to cease; to come to a halt; to come to a stop; to perch on; to stop (doing, working, being supplied); to stop (moving)","Godan verb with 'ru' ending, intransitive verb",とまる,停まる 止まる 止る 留まる 留る 駐まる
2876,ジャック,ジャック,202058,(electrical) jack; hijack; hijacking; jack; knave; seizure; takeover,"noun (common) (futsuumeishi), noun, used as a suffix",ジャック,
2877,メイ,メイ,201997,May,noun (common) (futsuumeishi),メイ,
2878,今朝,ケサ,201986,this morning,"adverb (fukushi), noun (common) (futsuumeishi)",けさ こんちょう,今朝
2879,はーい,ハーイ,201968,here; I see; OK; okay; present; understood,interjection (kandoushi),はーい,
2880,蜘蛛,クモ,201955,spider,noun (common) (futsuumeishi),くも ちしゅ ちちゅ ちちゅう クモ,蜘蛛
2881,浅い,アサイ,201918,early; inadequate (knowledge); light (sleep); pale (colour); shallow; short (time); slight (wound); superficial; young,adjective (keiyoushi),あさい,浅い
2882,ニヤリ,ニヤリ,201833,"broadly; meaningfully (smiling, grinning, etc.); sneeringly; suggestively","adverb (fukushi), adverb taking the 'to' particle",にやり ニヤリ,
2883,ワタシ,ワタシ,201828,,,,
2884,雇う,ヤトッ,201608,to charter; to employ; to hire,"Godan verb with 'u' ending, transitive verb",やとう,傭う 雇う
2885,とうとう,トウトウ,201479,and so on; et cetera; etc.,suffix,とうとう などなど,等々 等等
2886,聞ける,キケ,201429,to tell,"Ichidan verb, transitive verb",きける,聞ける
2887,ふり,フリ,201279,"appearance; behaviour; counter for swords, blades, etc.; disadvantage; going to restaurant, hotel etc. without a reservation or introduction; handicap; lead in (e.g. to a running joke, asking a question); lead up; move (dance); not wearing underwear or pants; postures; pretence (pretense)","adjectival nouns or quasi-adjectives (keiyodoshi), counter, noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no', suffix",ふり,不利 振り 風
2888,執務,シツム,201273,performance of one's official duties,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しつむ,執務
2889,クリア,クリア,201209,"clear; clearing (a bar, hurdle, etc.); clearing (e.g. a checked box); clearing (the ball); completing; getting past; getting through; meeting (e.g. a standard); overcoming; settling; solving","adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",クリア クリアー クリヤー,
2890,曖昧,アイマイ,201163,ambiguous; disreputable; fuzzy; shady; unclear; vague,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",あいまい,あい昧 曖昧
2891,シロ,シロ,200989,,,,
2892,命ずる,メイジ,200970,to appoint; to command; to order,"Ichidan verb - zuru verb (alternative form of -jiru verbs), transitive verb",めいずる,命ずる
2893,斬撃,ザンゲキ,200959,slash; slashing attack,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ざんげき,斬撃
2894,でかい,デカイ,200891,big; gargantuan; huge,adjective (keiyoushi),でかい でっかい デカい デッカい,
2895,提供,テイキョウ,200835,"donating (blood, organs, etc.); making available; offer; providing; sponsoring (a TV program); supplying; tender","noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ていきょう,提供
2896,遭う,アッ,200764,to encounter; to have a bad experience; to have an accident; to meet; to see,"Godan verb with 'u' ending, intransitive verb",あう,会う 逢う 遇う 遭う
2897,割と,ワリト,200742,comparatively; relatively,adverb (fukushi),わりと,割と 割りと
2898,カイン,カイン,200737,,,,
2899,舌打ち,シタウチ,200623,clicking tongue; smacking lips; tut-tut,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",したうち,舌うち 舌打ち
2900,年上,トシウエ,200565,older; senior,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",としうえ,年上
2901,散る,チッ,200560,"to be dispersed; to blur; to break up; to die a noble death; to disappear; to dissolve; to fall (e.g. blossoms, leaves); to run; to scatter; to spread","Godan verb with 'ru' ending, intransitive verb",ちる,散る
2902,殺し,コロシ,200552,killing; murder; murderer,noun (common) (futsuumeishi),ころし,殺し
2903,次元,ジゲン,200550,dimension; level (of something); perspective; point of reference,noun (common) (futsuumeishi),じげん,次元
2904,ヒト,ヒト,200539,adult; another person; character; human (Homo sapiens); human being; humans as a species; man; man of talent; mankind; other people; others; people,noun (common) (futsuumeishi),ひと ヒト,人
2905,可哀想,カワイソウ,200525,pathetic; pitiable; pitiful; poor,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",かわいそう,可哀そう 可哀想 可哀相 可愛そう
2906,もたらす,モタラス,200188,to bring; to bring about; to take,"Godan verb with 'su' ending, transitive verb",もたらす,齎す 齎らす
2907,踏み込む,フミコン,200178,to break into; to come to grips with; to get to the core of; to raid; to step into (e.g. someone else's territory),Godan verb with 'mu' ending,ふみこむ,踏み込む
2908,曰く,イワク,200109,... says; according to ...; history; past; pretext; story,"adverb (fukushi), noun (common) (futsuumeishi)",いわく,曰く
2909,カイル,カイル,200071,,,,
2910,指導,シドウ,199959,coaching; direction; guidance; instruction; leadership; shido (disciplinary action for a minor infringement of the rules of judo),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しどう,指導
